Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q4,10 SHELFORD,11,4.58,6.01,6.51
2023Q4,18 WOODSVILLE,13,4.42,5.03,5.86
2023Q4,1919,09,5.83,6.15,6.59
2023Q4,26 NEWTON,11,6.19,6.56,6.98
2023Q4,368 THOMSON,11,4.24,4.59,4.99
2023Q4,6 DERBYSHIRE,11,5.77,6.45,6.73
2023Q4,76 SHENTON,02,7.21,7.36,7.67
2023Q4,8 @ MOUNT SOPHIA,09,4.97,5.08,5.31
2023Q4,8 BASSEIN,11,6.47,6.91,7.08
2023Q4,8 SAINT THOMAS,09,7.06,7.93,8.80
2023Q4,8@WOODLEIGH,13,4.97,5.14,6.64
2023Q4,A TREASURE TROVE,19,3.66,4.14,4.65
2023Q4,AALTO,15,4.84,5.00,5.22
2023Q4,AFFINITY AT SERANGOON,19,5.20,5.57,5.91
2023Q4,ALEX RESIDENCES,03,6.99,7.31,8.11
2023Q4,ALEXIS,03,5.91,6.65,7.70
2023Q4,ALTEZ,02,6.92,7.75,8.23
2023Q4,AMARYLLIS VILLE,11,5.45,5.86,6.01
2023Q4,AMBER RESIDENCES,15,4.52,4.92,4.98
2023Q4,AMBERGLADES,15,4.16,4.32,4.56
2023Q4,AQUARIUS BY THE PARK,16,3.57,3.67,3.91
2023Q4,ARCHIPELAGO,16,3.77,4.50,4.95
2023Q4,ARDMORE PARK,10,6.24,6.59,7.28
2023Q4,ARTRA,03,6.76,7.05,7.62
2023Q4,ASCENTIA SKY,03,5.01,5.42,5.98
2023Q4,ASPEN HEIGHTS,09,4.63,4.84,5.09
2023Q4,ASTOR GREEN,21,3.31,3.60,3.73
2023Q4,ASTORIA PARK,14,3.88,4.18,4.35
2023Q4,AVENUE SOUTH RESIDENCE,03,6.14,6.53,6.85
2023Q4,AVILA GARDENS,17,3.09,3.31,4.01
2023Q4,AZALEA PARK CONDOMINIUM,17,3.00,3.27,3.43
2023Q4,BALLOTA PARK CONDOMINIUM,17,2.81,2.89,3.08
2023Q4,BARTLEY RESIDENCES,19,4.54,4.89,6.27
2023Q4,BARTLEY RIDGE,13,4.88,5.24,6.48
2023Q4,BAYSHORE PARK,16,3.45,3.77,4.27
2023Q4,BEDOK RESIDENCES,16,5.10,5.41,6.10
2023Q4,BELLE VUE RESIDENCES,09,4.49,4.97,5.59
2023Q4,BIJOU,05,5.92,6.19,6.40
2023Q4,BLISS@KOVAN,19,3.94,4.55,5.26
2023Q4,BLUE HORIZON,05,4.41,4.54,4.69
2023Q4,BOATHOUSE RESIDENCES,19,4.16,4.24,4.46
2023Q4,BOTANIC GARDENS VIEW,10,3.95,4.21,4.27
2023Q4,BOTANIQUE AT BARTLEY,19,5.46,5.74,6.00
2023Q4,BULLION PARK,26,2.94,3.23,3.59
2023Q4,BURLINGTON SQUARE,07,5.21,5.48,5.63
2023Q4,CAIRNHILL CREST,09,5.06,5.31,5.38
2023Q4,CAIRNHILL NINE,09,7.74,8.03,8.75
2023Q4,CAIRNHILL PLAZA,09,3.30,3.45,3.65
2023Q4,CAIRNHILL RESIDENCES,09,5.43,5.78,6.17
2023Q4,CANBERRA RESIDENCES,27,3.89,4.15,4.56
2023Q4,CAPE ROYALE,04,5.07,5.25,5.68
2023Q4,CARABELLE,05,4.17,4.65,4.90
2023Q4,CARDIFF RESIDENCE,19,5.45,6.55,6.67
2023Q4,CARIBBEAN AT KEPPEL BAY,04,5.39,5.78,6.03
2023Q4,CARISSA PARK CONDOMINIUM,17,3.07,3.24,3.78
2023Q4,CASA CAMBIO,19,4.71,5.86,6.40
2023Q4,CASA MERAH,16,3.96,4.13,4.22
2023Q4,CASABLANCA,25,3.59,3.78,3.87
2023Q4,CASHEW HEIGHTS CONDOMINIUM,23,2.73,2.91,3.10
2023Q4,CASPIAN,22,4.10,4.62,5.11
2023Q4,CASTLE GREEN,26,3.46,3.62,3.80
2023Q4,CAVENDISH PARK,21,3.94,4.22,4.49
2023Q4,CENTRA RESIDENCE,14,5.13,5.92,6.78
2023Q4,CENTRA SUITES,14,6.19,6.34,6.67
2023Q4,CENTRAL GREEN CONDOMINIUM,03,4.40,4.75,4.86
2023Q4,CENTRO RESIDENCES,20,4.90,5.04,5.20
2023Q4,CHANGI COURT,16,3.42,3.71,4.05
2023Q4,CHANGI GREEN,16,3.29,3.38,3.66
2023Q4,CHANGI RISE CONDOMINIUM,18,3.41,3.48,3.72
2023Q4,CHILTERN PARK,19,3.38,3.58,3.93
2023Q4,CHUAN PARK,19,2.30,2.81,3.20
2023Q4,CITY GATE,07,4.83,5.53,7.74
2023Q4,CITY SQUARE RESIDENCES,08,5.03,5.42,5.78
2023Q4,CITY SUITES,12,5.72,5.91,6.19
2023Q4,CITYLIGHTS,08,5.09,5.70,6.34
2023Q4,CITYSCAPE @FARRER PARK,08,3.94,4.18,4.42
2023Q4,CLEMENTI PARK,21,3.02,3.27,3.75
2023Q4,CLIVEDEN AT GRANGE,10,5.45,5.54,5.78
2023Q4,CLOVER BY THE PARK,20,4.00,4.28,4.57
2023Q4,COCO PALMS,18,4.80,5.09,5.87
2023Q4,COMMONWEALTH TOWERS,03,7.10,7.67,8.26
2023Q4,COMPASS HEIGHTS,19,3.48,3.54,3.93
2023Q4,CONCOURSE SKYLINE,07,5.64,5.86,6.20
2023Q4,CORALIS,15,5.00,6.19,6.66
2023Q4,CORALS AT KEPPEL BAY,04,5.68,6.27,6.78
2023Q4,COSTA DEL SOL,16,4.18,4.40,4.51
2023Q4,COSTA RHU,15,3.92,4.12,4.59
2023Q4,COTE D'AZUR,15,4.21,4.45,4.57
2023Q4,CRADELS,12,5.16,6.57,6.80
2023Q4,CUBE 8,11,4.76,5.09,6.07
2023Q4,CUSCADEN RESIDENCES,10,5.06,5.42,5.55
2023Q4,CYAN,10,5.25,5.57,5.86
2023Q4,D'LEEDON,10,5.28,5.67,6.20
2023Q4,D'NEST,18,4.24,4.65,5.81
2023Q4,DAKOTA RESIDENCES,14,4.42,4.65,4.87
2023Q4,DE ROYALE,12,3.54,3.83,3.90
2023Q4,DORSETT RESIDENCES,02,6.50,7.26,8.15
2023Q4,DOUBLE BAY RESIDENCES,18,3.88,4.16,4.27
2023Q4,DOVER PARKVIEW,05,4.18,4.38,4.71
2023Q4,DUCHESS CREST,10,4.83,4.88,5.19
2023Q4,DUO RESIDENCES,07,6.81,7.28,7.93
2023Q4,EAST MEADOWS,16,3.61,3.85,3.93
2023Q4,EASTERN LAGOON,16,3.52,3.91,4.20
2023Q4,EASTPOINT GREEN,18,3.45,3.72,3.96
2023Q4,ECHELON,03,6.82,7.24,7.58
2023Q4,ECO,16,4.71,4.94,5.41
2023Q4,ECO SANCTUARY,23,4.55,4.77,4.94
2023Q4,EDELWEISS PARK CONDOMINIUM,17,3.26,3.52,3.77
2023Q4,EIGHT COURTYARDS,27,3.74,3.95,4.21
2023Q4,EIGHT RIVERSUITES,12,5.10,5.57,6.85
2023Q4,ELIZABETH HEIGHTS,09,2.91,3.24,3.40
2023Q4,ELLIOT AT THE EAST COAST,15,3.39,3.81,5.14
2023Q4,EMERALD GARDEN,01,5.10,5.29,5.54
2023Q4,EMERALD PARK,03,3.93,4.33,4.56
2023Q4,EON SHENTON,02,7.30,8.26,8.36
2023Q4,ESPADA,09,6.59,6.97,8.87
2023Q4,ESTELLA GARDENS,17,3.17,3.24,3.81
2023Q4,EUHABITAT,14,4.45,5.36,5.82
2023Q4,EURO-ASIA PARK,13,3.42,3.60,3.87
2023Q4,FERNWOOD TOWERS,15,2.75,3.02,3.22
2023Q4,FERRARIA PARK CONDOMINIUM,17,3.20,3.52,3.61
2023Q4,FLAMINGO VALLEY,15,4.09,4.62,4.93
2023Q4,FLO RESIDENCE,19,4.19,4.25,4.59
2023Q4,FLORIDIAN,21,4.95,5.12,5.37
2023Q4,FORESQUE RESIDENCES,23,4.15,4.46,5.02
2023Q4,FOREST WOODS,19,5.69,5.92,6.30
2023Q4,FORTE SUITES,08,5.97,6.22,6.92
2023Q4,FOURTH AVENUE RESIDENCES,10,7.53,7.71,8.10
2023Q4,FULCRUM,15,4.92,5.28,5.95
2023Q4,GALLOP GABLES,10,4.25,4.65,4.86
2023Q4,GEM RESIDENCES,12,5.89,6.09,6.61
2023Q4,GLENDALE PARK,23,3.39,3.77,4.00
2023Q4,GLENTREES,10,3.66,4.07,4.12
2023Q4,GOLDENHILL PARK CONDOMINIUM,20,4.23,4.34,4.68
2023Q4,GOODWOOD RESIDENCE,10,6.24,6.67,6.84
2023Q4,GRANDEUR 8,20,3.48,3.66,3.74
2023Q4,GRANDEUR PARK RESIDENCES,16,5.93,6.19,6.59
2023Q4,GRANGE HEIGHTS,09,3.59,3.94,4.18
2023Q4,GUILIN VIEW,23,3.47,3.76,4.11
2023Q4,GUILLEMARD EDGE,14,5.85,6.23,6.55
2023Q4,H2O RESIDENCES,28,3.64,3.99,4.45
2023Q4,HAUS ON HANDY,09,8.13,8.33,8.64
2023Q4,HAZEL PARK CONDOMINIUM,23,2.92,3.15,3.51
2023Q4,HEDGES PARK CONDOMINIUM,17,4.00,4.52,5.16
2023Q4,HERITAGE VIEW,05,4.65,4.75,5.40
2023Q4,HIGH PARK RESIDENCES,28,4.70,5.02,5.43
2023Q4,HIGHLINE RESIDENCES,03,6.85,7.49,8.00
2023Q4,HILLBROOKS,23,3.27,3.48,3.75
2023Q4,HILLCREST ARCADIA,11,3.51,3.82,4.17
2023Q4,HILLINGTON GREEN,23,3.14,3.70,3.83
2023Q4,HILLION RESIDENCES,23,6.03,6.33,6.48
2023Q4,HILLSTA,23,3.90,4.41,5.10
2023Q4,HILLTOPS,09,7.19,7.87,8.22
2023Q4,HILLVIEW GREEN,21,3.27,3.51,3.76
2023Q4,HILLVIEW HEIGHTS,23,3.65,3.83,4.02
2023Q4,HILLVIEW REGENCY,23,3.80,3.98,4.08
2023Q4,HORIZON TOWERS,09,3.47,3.58,3.82
2023Q4,HUME PARK I,21,3.10,3.58,3.76
2023Q4,HUNDRED TREES,05,4.59,4.86,5.09
2023Q4,ICON,02,6.53,7.01,7.46
2023Q4,ILLUMINAIRE ON DEVONSHIRE,09,6.53,7.09,7.83
2023Q4,J GATEWAY,22,6.28,6.93,7.37
2023Q4,JADE RESIDENCES,19,4.91,5.06,5.30
2023Q4,JADESCAPE,20,6.61,6.74,7.06
2023Q4,JEWEL @ BUANGKOK,19,4.38,4.78,5.09
2023Q4,KALLANG RIVERSIDE,12,5.74,6.13,6.53
2023Q4,KATONG REGENCY,15,5.74,6.38,6.66
2023Q4,KENT RIDGE HILL RESIDENCES,05,5.63,6.30,6.97
2023Q4,KERRISDALE,08,4.05,4.19,4.39
2023Q4,KIM SIA COURT,09,3.45,3.73,4.01
2023Q4,KINGSFORD . HILLVIEW PEAK,23,5.09,5.62,5.78
2023Q4,KINGSFORD WATERBAY,19,4.82,5.31,5.70
2023Q4,KOPAR AT NEWTON,09,6.87,7.47,7.84
2023Q4,KOVAN MELODY,19,4.19,4.27,4.53
2023Q4,KOVAN REGENCY,19,4.51,4.74,5.11
2023Q4,KOVAN RESIDENCES,19,4.10,4.36,4.59
2023Q4,KUM HING COURT,10,2.77,3.08,3.08
2023Q4,LA BRISA,14,5.96,6.23,6.63
2023Q4,LA FIESTA,19,4.71,4.88,5.12
2023Q4,LAKE GRANDE,22,6.18,6.74,7.19
2023Q4,LAKEHOLMZ,22,3.64,3.89,4.22
2023Q4,LAKEVILLE,22,5.49,5.86,6.33
2023Q4,LE QUEST,23,5.53,5.72,6.07
2023Q4,LEEDON RESIDENCE,10,6.16,6.32,6.80
2023Q4,LEONIE CONDOTEL,09,4.18,4.31,4.39
2023Q4,LEONIE GARDENS,09,3.63,3.91,4.30
2023Q4,LEONIE HILL RESIDENCES,09,5.48,5.68,5.78
2023Q4,LINCOLN SUITES,11,5.64,6.64,7.20
2023Q4,LIV ON SOPHIA,09,6.50,7.29,8.37
2023Q4,LIVIA,18,3.54,3.70,3.90
2023Q4,LOFT @ NATHAN,10,6.69,6.97,7.57
2023Q4,LOTUS AT PAYA LEBAR (EAST WING),14,3.66,4.22,5.13
2023Q4,LOYANG VALLEY,17,1.96,2.36,2.68
2023Q4,LUMA,09,5.47,5.63,5.92
2023Q4,LUMIERE,02,6.12,6.24,6.50
2023Q4,MANDARIN GARDENS,15,3.34,3.53,4.24
2023Q4,MAPLE WOODS,21,4.04,4.43,4.55
2023Q4,MARGARET VILLE,03,6.54,6.99,7.54
2023Q4,MARINA BAY RESIDENCES,01,7.08,7.58,7.99
2023Q4,MARINA BAY SUITES,01,5.74,6.08,6.61
2023Q4,MARINA ONE RESIDENCES,01,6.60,6.90,7.43
2023Q4,MARINE BLUE,15,5.92,6.22,6.40
2023Q4,MARTIN MODERN,09,8.19,8.51,8.77
2023Q4,MARTIN PLACE RESIDENCES,09,5.81,6.70,6.97
2023Q4,MAYSPRINGS,23,3.26,3.59,4.26
2023Q4,MEADOWS @ PEIRCE,26,3.03,3.46,3.66
2023Q4,MELROSE PARK,10,4.59,4.67,5.09
2023Q4,MELVILLE PARK,18,3.34,3.63,3.77
2023Q4,MERAPRIME,03,5.39,5.98,6.38
2023Q4,MERAWOODS,23,2.79,3.26,3.37
2023Q4,MI CASA,23,3.23,3.31,3.41
2023Q4,MIDTOWN RESIDENCES,19,5.11,5.48,5.88
2023Q4,MIDWOOD,23,5.86,6.19,6.40
2023Q4,MILL POINT,10,5.44,5.60,6.36
2023Q4,MIRAGE TOWER,09,4.45,5.02,6.10
2023Q4,MIRO,11,4.21,4.46,4.61
2023Q4,MODENA,18,3.21,3.27,3.38
2023Q4,MONTEBLEU,11,4.94,5.26,5.72
2023Q4,MY MANHATTAN,18,4.49,4.70,5.36
2023Q4,NATURA@HILLVIEW,23,5.31,5.53,5.74
2023Q4,NEPTUNE COURT,15,2.84,3.12,3.39
2023Q4,NEWTON GEMS,11,4.80,4.99,5.54
2023Q4,NEWTON SUITES,11,5.74,5.90,6.28
2023Q4,NIN RESIDENCE,13,4.83,6.02,6.33
2023Q4,NINE RESIDENCES,27,4.25,4.40,5.01
2023Q4,NINETEEN SHELFORD ROAD,11,4.26,4.67,4.87
2023Q4,NORMANTON PARK,05,5.77,6.14,6.45
2023Q4,NORTH PARK RESIDENCES,27,5.37,5.72,6.39
2023Q4,NORTHVALE,23,3.14,3.40,3.61
2023Q4,NV RESIDENCES,18,3.91,4.20,4.62
2023Q4,NYON,15,6.11,6.24,7.59
2023Q4,OKIO,12,5.65,5.91,6.79
2023Q4,OLEANDER TOWERS,12,4.03,4.30,4.48
2023Q4,ONE AMBER,15,4.65,4.90,5.22
2023Q4,ONE DEVONSHIRE,09,5.97,6.74,6.95
2023Q4,ONE DUSUN RESIDENCES,12,6.00,6.38,6.68
2023Q4,ONE JERVOIS,10,4.64,5.04,5.15
2023Q4,ONE SHENTON,01,5.53,6.01,6.68
2023Q4,ONE-NORTH RESIDENCES,05,4.89,5.65,5.91
2023Q4,OPTIMA @ TANAH MERAH,16,4.21,4.36,4.76
2023Q4,ORCHARD SCOTTS,09,4.53,5.05,5.96
2023Q4,ORCHID PARK CONDOMINIUM,27,3.16,3.39,3.53
2023Q4,OUE TWIN PEAKS,09,7.50,8.06,8.58
2023Q4,PALM GARDENS,23,2.97,3.12,3.32
2023Q4,PALM ISLES,17,4.04,4.34,5.00
2023Q4,PALM SPRING,10,3.97,4.27,4.36
2023Q4,PANDAN VALLEY,21,2.63,2.95,3.24
2023Q4,PARC BOTANNIA,28,5.27,5.64,6.21
2023Q4,PARC CENTROS,19,3.99,4.74,5.07
2023Q4,PARC CLEMATIS,05,5.81,6.39,6.64
2023Q4,PARC EMILY,09,5.12,5.44,6.38
2023Q4,PARC ESTA,14,6.91,7.74,8.37
2023Q4,PARC IMPERIAL,05,7.06,7.38,7.72
2023Q4,PARC KOMO,17,4.98,5.17,5.39
2023Q4,PARC OASIS,22,3.66,3.82,4.04
2023Q4,PARC OLYMPIA,17,3.62,4.01,4.46
2023Q4,PARC PALAIS,21,3.37,3.54,3.63
2023Q4,PARC RIVIERA,05,5.66,6.20,6.65
2023Q4,PARC ROSEWOOD,25,5.14,5.63,5.81
2023Q4,PARC VERA,19,3.86,4.17,4.33
2023Q4,PARC VISTA,22,3.48,3.61,3.79
